"","iliad.txt","odyssey.txt"
"sea-shore;",1,0
"sea-water",1,0
"sea-weeds,",1,0
"sea.",5,17
"sea.""",2,0
"sea.]",2,0
"sea:",1,0
"seal",3,2
"seal'd",5,0
"seal'd,",2,0
"sealed._",1,0
"seals",10,8
"seamen",1,0
"search",10,4
"search'd",1,0
"search,",1,0
"searched",1,1
"searching",1,3
"seas",26,6
"seas,",9,2
"seas.",1,1
"seas.(102)",1,0
"seas._",1,0
"seas;",2,0
"seashore.",1,0
"season",5,2
"seasons",1,0
"seat",21,47
"seat!",1,0
"seat,",17,9
"seat.",1,2
"seat:",1,0
"seat:(152)",1,0
"seat;",2,1
"seated",2,5
"seated,",2,1
"seats",16,12
"seats,",2,5
"seats;",1,1
"secession",2,0
"second",26,17
"second,",1,0
"secondary",1,0
"seconds",5,0
"secret",30,2
"secret,",4,1
"secret?",1,0
"secretary",1,0
"secrets",3,0
"section",21,7
"sections",1,1
"secure",22,3
"secure,",2,0
"secure;",2,0
"secured",3,1
"secured,",1,0
"securely",2,3
"security",1,0
"sedate",4,0
"sedate,",1,0
"sedgy",1,0
"sedition",1,0
"seduced",1,3
"see",127,250
"see!",6,0
"see)",1,0
"see,",16,4
"see;",1,0
"seed",5,0
"seed,",2,0
"seed;",1,0
"seeds",2,0
"seeing",3,25
"seek",35,2
"seek'st",1,0
"seek,",2,0
"seeking",2,0
"seeks",14,0
"seeks,",1,0
"seem",21,23
"seem'd",24,0
"seem'd;",1,0
"seem'st",1,0
"seem,",3,0
"seemed",5,9
"seeming",1,0
"seems",43,19
"seems,",4,0
"seen",19,47
"seen!",1,0
"seen,",11,0
"seen;",1,0
"seene,",1,0
"seer",3,2
"seer,",5,4
"seer;",2,0
"sees",29,7
"sees,",9,0
"sees.",1,0
"seest",3,0
"seipso,_",1,0
"seize",23,2
"seize,",3,0
"seized",33,8
"seized,",3,0
"seized.",1,0
"seized;",2,0
"seizes",3,0
"seizes,",1,0
"seizing",1,3
"seldom",1,2
"select",5,0
"select,",1,0
"select:",1,0
"selected",4,1
"selected,",1,0
"selection",1,0
"selections,",1,0
"self",15,2
"self!",1,0
"self,",3,1
"self-closed,",1,0
"self-confiding;",1,0
"self-moved,",1,0
"self-open'd",1,0
"self-same",4,0
"selfish",1,0
"selle's",4,0
"selli,",1,0
"semblance,",1,0
"semi-divine",1,0
"senate",6,0
"send",25,62
"send,",7,0
"send.",1,0
"send:",1,0
"send;",2,0
"sending",4,11
"sends",29,4
"sends,",2,0
"seneca",2,0
"senior",3,1
"seniors",1,0
"sense",19,11
"sense!",1,0
"sense).",1,0
"sense,",12,0
"sense.",2,2
"senseless",3,0
"senseless,",1,0
"senses",4,3
"sensible",9,4
"sent",54,80
"sent,",22,1
"sent.",3,0
"sent:",3,0
"sentence",5,1
"sentence,",1,1
"sentenced,",1,0
"sentences",1,1
"sentences,",3,0
"sentences;",1,0
"sentiment",3,0
"sentiments",5,0
"sentiments,",2,0
"sentinel?",1,0
"separate",7,2
"separated",3,0
"separated.",1,0
"september",2,0
"sepulchral",1,0
"sepulchre",1,0
"sepulchre,",1,0
"sepulture",1,0
"seq.",8,0
"seq.)",3,0
"sequel",2,0
"sequel.""",1,0
"sequester'd",1,0
"seraph",1,0
"serene",1,0
"serene,",1,0
"serenely",1,0
"serenes",1,0
"sergestus,",1,0
"series",3,1
"serious",1,5
"serpent",5,0
"serpent,",1,0
"serpents",2,0
"servant",3,41
"servant,",3,6
"servants",1,43
"serve",6,5
"serve,",1,0
"serve?",1,0
"served",5,7
"serves",5,0
"serves,",1,0
"service",5,5
"service,",2,2
"service.",1,2
"services",2,1
"services.",1,0
"servile",4,0
"servile,",2,0
"servilely",1,0
"servitude",1,0
"servius",1,0
"sesamus",1,0
"sestos",1,0
"set",30,166
"set.",2,0
"set.]",1,0
"set:",1,0
"sets",7,1
"setting",6,9
"settle",3,7
"settled",6,5
"settlement",1,0
"settles",1,0
"settling",2,0
"seul",1,0
"seven",18,10
"seven,",1,0
"sevenfold",6,0
"seventeenth",1,0
"seventeenth,",1,0
"seventh",7,4
"sever",3,1
"sever'd",3,0
"several",26,6
"severe",3,2
"severe,",2,0
"severe;",1,0
"severely",1,0
"severer",1,0
"sex",2,1
"sex's",1,0
"sex,",1,0
"sextus",1,0
"shade",16,1
"shade!",2,0
"shade,",14,0
"shade.",12,0
"shade.""",3,0
"shade.(300)",1,0
"shade:",2,0
"shade:)",3,0
"shade;",14,0
"shaded",7,0
"shades",47,0
"shades!",1,0
"shades,",6,0
"shades.",1,0
"shades.""",1,0
"shades:",1,0
"shades;",2,0
"shades?",1,0
"shading",1,0
"shadowed!",1,0
"shadows",2,1
"shadowy",2,0
"shady",14,2
"shaft",19,2
"shaft,",2,0
"shafts",7,1
"shafts,",2,0
"shaggy",5,1
"shake",25,1
"shake!",1,0
"shake,",2,0
"shake.",1,0
"shake:",3,0
"shake?",1,0
"shaken",1,0
"shakes",47,0
"shakes,",3,0
"shakes.",2,0
"shakes;",4,0
"shakespere",2,0
"shakespere(1)",1,0
"shakest",1,0
"shaking",3,0
"shakspeare",1,0
"shall",501,214
"shall,",5,1
"shalt",17,0
"shame",16,2
"shame!",6,0
"shame!""",3,0
"shame,",14,1
"shame.",4,1
"shame.""",4,1
"shame:",2,0
"shameful",9,1
"shameful,",2,0
"shameless",1,2
"shape",14,2
"shape,",5,1
"shaped",4,1
"shapes",1,0
"share",29,9
"share,",12,0
"share.",5,1
"share.""",2,0
"share:",3,0
"share;",4,1
"share?",1,0
"shared",10,1
"shared,",2,0
"shared;",2,0
"shares",5,0
"shares:",1,0
"sharing",1,2
"sharp",9,5
"sharp-tooth'd",1,0
"sharpen'd",3,0
"sharper",1,1
"sharpest",3,0
"shatter'd",5,0
"shatter'd,",1,0
"shatter'd;",1,0
"she",224,593
"she)",1,0
"she),",1,0
"she,",10,30
"she--""i",1,0
"she:",1,0
"she;",1,0
"sheath",4,0
"sheath'd",4,0
"sheathe,",1,0
"sheathed",12,1
"sheathes",1,0
"sheaves",3,0
"sheaves:",1,0
"shed",11,18
"shed,",11,0
"shed.",2,0
"shed:",2,0
"shed;",1,0
"shed?",1,0
"shedding",1,0
"sheds",2,3
"sheep",7,44
"sheep,",2,17
"sheep.",1,2
"sheephook",1,0
"sheer",1,10
"sheets",4,2
"sheets,",1,0
"shelter",1,7
"shelter'd",1,0
"shelters",1,0
"shelving",1,2
"shepherd",8,3
"shepherd's",4,0
"shepherd,",2,1
"shepherd-swain",1,0
"shepherd.""",1,0
"shepherd._",1,0
"shepherds",2,3
"shield",58,6
"shield!",3,0
"shield's",3,0
"shield,",28,3
"shield,)",1,0
"shield.",15,1
"shield.""",2,0
"shield.]",1,0
"shield:",7,0
"shield;",7,1
"shield?",1,0
"shielded",1,0
"shields",21,4
"shields,",14,4
"shields.",5,0
"shields:",1,0
"shields;",3,0
"shift",1,4
"shifting",1,0
"shifts",3,0
"shine",17,1
"shine,",18,0
"shine.",3,0
"shine:",1,0
"shined",1,0
"shined,",4,0
"shined.",1,0
"shined:",1,0
"shined;",1,0
"shines",8,0
"shines,",5,0
"shines.""",1,0
"shines:",1,0
"shingly",1,0
"shining",67,1
"ship",20,158
"ship)",1,0
"ship,",1,37
"ship;",1,4
"ships",77,51
"ships""",1,0
"ships,",27,16
"ships,)",1,0
"ships.",7,3
"ships.(101)",1,0
"ships.]",1,0
"ships:",1,0
"ships;",3,2
"shipwreck'd",1,0
"shipwrecked,",1,0
"shipwright's",1,0
"shipwright,",1,0
"shiver'd",2,0
"shivering",1,0
"shivers",1,0
"shoals",1,1
"shock",9,0
"shock'd",1,0
"shock,",3,0
"shock:",1,0
"shock;",1,0
"shocke,",1,0
"shocked",1,2
"shocking",1,0
"shocks",1,0
"shone",9,0
"shone,",3,0
"shone:",1,0
"shone;",1,0
"shook",42,3
"shook,",4,0
"shook.",3,0
"shook.(71)",1,0
"shook:",3,0
"shook:)",1,0
"shook;",2,0
"shoot",3,14
"shooter's",1,0
"shooting",3,4
"shoots",6,2
"shore",24,19
"shore!",4,0
"shore!)",1,0
"shore,",60,10
"shore--",1,0
"shore.",26,7
"shore.""",2,0
"shore.'""",1,0
"shore.)",1,0
"shore:",15,0
"shore;",21,5
"shore;)",1,0
"shore?",2,0
"shore?(252)",1,0
"shores",18,0
"shores,",10,0
"shores.",4,1
"shores:",2,0
"shores;",4,0
"shorn",2,0
"short",41,10
"short,",13,1
"short-lived",5,0
"short-panting,",1,0
"short:",1,0
"short;",2,0
"shorten'd",2,0
"shorter",1,1
"shortness",3,0
"shot",31,1
"shot,",1,0
"should",122,238
"should'st",3,0
"should,",1,0
"shoulder",23,3
"shoulder's",1,0
"shoulder,",1,4
"shoulder-blade",1,1
"shoulders",25,11
"shoulders,",4,10
"shouldst",1,0
"shoure",1,0
"shout",11,1
"shouting",9,2
"shouts",39,0
"shouts,",3,0
"shouts:",1,0
"show",17,38
"show!)",1,0
"show'd",5,0
"show'd,",2,0
"show'd:",1,0
"show'd;",1,0
"show,",9,1
"show.",2,0
"show.""",1,0
"show?",1,0
"showed",4,9
"shower",7,0
"shower!",1,0
"shower'd",2,0
"shower,",1,0
"shower.",2,0
"shower:",3,0
"shower;",1,0
"showering",4,0
"showers",4,0
"showers,",1,0
"showers.",2,0
"showers:",2,0
"showers;",1,0
"showery",3,0
"shown",5,10
"shown)",1,0
"shown,",4,0
"shown.",1,0
"shown:",1,0
"shown;",2,0
"shows",9,4
"shows!",1,0
"shows,",4,0
"shows.",1,0
"shows;",2,0
"shriek",1,0
"shrieking",1,0
"shrieks",5,0
"shrill",4,0
"shrillest",1,0
"shrilling",4,0
"shrine",2,0
"shrine.""(296)",1,0
"shrine;",1,0
"shrines",1,0
"shrink",1,0
"shrinks",1,0
"shrinks,",1,0
"shroud:",1,0
"shrouds",6,0
"shrouds,",1,0
"shrubs",3,0
"shrubs,",1,0
"shrunk",4,0
"shudders",1,0
"shun",14,2
"shun,",4,0
"shun.""",2,0
"shun:",1,0
"shun?",1,0
"shunn'd",9,0
"shunn'd;",1,0
"shuns",6,0
"shuns,",1,0
"shut",6,9
"shuts",2,0
"shuttle",1,1
"sian",1,0
"sick",1,4
"sicken'd",1,0
"sickle",1,0
"sickles",1,0
"side",42,55
"side!",2,0
"side,",24,19
"side,)",1,0
"side.",20,14
"side.""",3,0
"side.""--thirlwall,",1,0
"side:",7,0
"side;",14,2
"side;(98)",1,0
"side;)",1,0
"side;)(135)",1,0
"sides",15,1
"sides,",2,2
"sides.",2,0
"sides:",3,0
"sides;",1,0
"sidon",1,0
"sidonian",2,0
"siege",3,0
"siege,",2,0
"siege.",1,0
"sifted.",1,0
"sigaeum;",1,0
"sigh",3,1
"sigh'd",1,0
"sigh'd;",1,0
"sigh,",7,1
"sigh,)",1,0
"sigh;",2,0
"sighing",5,2
"sighing,",5,0
"sighs",9,2
"sighs!",1,0
"sighs,",6,0
"sight",25,17
"sight!",6,0
"sight!)",1,0
"sight(283)",1,0
"sight,",39,2
"sight,(274)",1,0
"sight.",6,0
"sight:",3,0
"sight;",9,1
"sighte",1,0
"sightless",1,0
"sights",1,1
"sign",10,11
"sign'd",2,0
"sign'st",1,0
"sign)",1,0
"sign,",4,2
"sign:",1,0
"sign;",1,0
"signal",16,0
"signal,",2,0
"signalizes",2,0
"signals",1,0
"significantly",1,0
"significations,",1,0
"signified.",1,0
"signifies",1,0
"signifying",1,0
"signs",6,6
"sign~}",54,0
"sign~}'s",1,0
"sign~},",1,0
"sign~}.",1,0
"silence",24,4
"silence,",6,4
"silence,(205)",1,0
"silence.",1,0
"silence.""",1,0
"silence._",1,0
"silenced",2,0
"silenced,",1,0
"silent",35,1
"silent,",10,0
"silius",2,0
"silken",3,0
"silver",72,22
"silver-footed",9,1
"silver-shafted",1,0
"silvery",2,0
"simars",1,0
"similar",6,0
"similar.",1,0
"similarity",1,0
"simile,",2,0
"similes",3,0
"similes,",1,0
"simois",8,0
"simois!",1,0
"simois'",2,0
"simois,",4,0
"simoisius",3,0
"simoisius,",1,0
"simonides",3,0
"simple",5,0
"simpler",1,0
"simples'",1,0
"simplest",2,0
"simplicity",2,0
"simplicity,",4,0
"simplicity.",1,0
"sinai,",1,0
"since",53,27
"since,",7,1
"sincere",1,0
"sincere;",1,0
"sincere?",1,0
"sincerely",1,0
"sinecures",1,0
"sinecurists,",1,0
"sinews",1,1
"sinews,",1,0
"sinewy",2,0
"sing",2,22
"sing!",1,0
"sing,",2,1
"sing.",3,0
"singed",1,2
"singing",4,15
"single",29,20
"single,",2,1
"singled",4,0
"singled,",1,0
"singles",1,0
"singly",11,0
"singly,",4,0
"sings",3,2
"sings--and",1,0
"sings;",1,0
"singular",2,3
"singularly",1,3
"sinister",1,0
"sink",17,2
"sink,",2,0
"sinking",12,0
"sinks",20,1
"sinks,",6,0
"sinner",1,0
"sinon,",1,0
"sins.",1,0
"sinthians",2,0
"sipylus's",1,0
"sir",6,2
"sire",70,1
"sire!",7,0
"sire!""",1,0
"sire""--this",1,0
"sire's",1,0
"sire)",2,0
"sire,",18,0
"sire.",13,0
"sire.""",2,0
"sire:",4,0
"sire;",7,0
"sire?",1,0
"sires",2,0
"sires,",3,0
"sirian",1,0
"sirius",1,0
"sirius'",1,0
"sister",15,3
"sister's",3,0
"sister)",1,0
"sister,)",1,0
"sister-wife",1,0
"sister._",1,0
"sisters",7,0
"sisyphus,",1,0
"sit",7,38
"sit,",8,0
"sit,_",1,0
"site",5,8
"site--seems",1,0
"site;",1,0
"sits",4,5
"sits,",1,0
"sits.""",1,0
"sits;",1,0
"sitting",2,27
"sitting.",1,1
"situated",1,0
"situation",2,2
"situation;",1,0
"situations,",1,0
"siu",1,0
"six",9,14
"sixteen",3,0
"sixteenth,",1,0
"sixth",3,1
"sixth;",1,0
"sixty",3,2
"sixty:_",1,0
"size",1,3
"size,",2,1
"size.",1,0
"size:",2,0
"size;",2,0
"sketch",3,0
"skies",34,0
"skies!",7,0
"skies),",1,0
"skies).",1,0
"skies,",48,0
"skies.",29,0
"skies.""",2,0
"skies.(257)",1,0
"skies:",21,0
"skies;",15,0
"skies?",3,0
"skies?""",1,0
"skilful",12,2
"skilful,",1,0
"skill",11,7
"skill'd",24,0
"skill'd(109)",1,0
"skill'd,",2,0
"skill'd;",1,0
"skill,",6,1
"skill.",1,0
"skilled",1,8
"skimm'd",1,0
"skimming,",1,0
"skims",1,0
"skin",2,14
"skin,",2,1
"skin;",2,0
"skirmish",1,0
"skulk",2,0
"skull",1,0
"sky",4,6
"sky!",1,0
"sky,",23,2
"sky.",13,0
"sky.""",2,0
"sky:",8,0
"sky;",5,0
"sky?",1,0
"slack",2,0
"slacken'd",2,0
"slain",33,2
"slain!",14,0
"slain)",5,0
"slain,",50,0
"slain.",30,0
"slain.""",4,0
"slain.'",1,0
"slain.(52)",1,0
"slain:",14,0
"slain:)",1,0
"slain;",17,0
"slain;)",1,0
"slain?",4,0
"slain?""",1,0
"slaughter",30,2
"slaughter'd",31,0
"slaughter'd,",1,0
"slaughter,",17,0
"slaughter.",2,0
"slaughter:",1,0
"slaughtered",2,2
"slaughtered,",1,0
"slaughtering",7,0
"slaughters",9,0
"slave",7,4
"slave!",3,0
"slave,",4,0
"slave.",4,1
"slave:",1,0
"slave;",2,0
"slaves",4,1
"slaves,",1,0
"slaves.",1,0
"slaves;",1,0
"slavish",1,0
"slay,",1,0
"slay:",1,0
"slaying,",1,0
"slays",1,0
"sleek",1,0
"sleep",30,52
"sleep!",1,0
"sleep's",2,0
"sleep'st",2,0
"sleep,",16,10
"sleep.",4,9
"sleep.""",1,3
"sleep.""--milton",1,0
"sleep.(234)",1,0
"sleep:",1,0
"sleep;",2,2
"sleep?",1,1
"sleeping",4,8
"sleepless",2,1
"sleeps",3,1
"sleeps,",3,0
"sleight,",1,0
"slender",2,0
"slept",1,12
"slept,",2,1
"slept;",1,0
"slew",7,1
"slew,",8,0
"slew.",10,1
"slew:",4,0
"slew:(68)",1,0
"slew;",10,0
"sliddering,",1,0
"slide",1,0
"slides",1,1
"slight",3,0
"slight,",1,0
"slighted",4,0
"slighting",1,0
"slightly",1,1
"slights",2,0
"slimy",2,0
"sling",1,1
"sling's",1,0
"sling,",1,0
"slingers",1,0
"slippery",7,0
"slope",1,0
"sloth",5,0
"sloth,",1,0
"slothful",1,0
"sloven:",1,0
"slow",28,1
"slow,",8,0
"slow-moving",2,0
"slow-moving,",1,0
"slow.",2,0
"slow:",1,0
"slow;",1,0
"slowly",8,0
"slowly,",1,0
"slowness",1,0
"sluices",1,0
"sluicy",2,0
"slumber",7,2
"slumber'd",3,0
"slumber,",2,1
"slumbering",2,0
"slumbers",4,0
"slumbers!",1,0
"sly",1,1
"small",16,11
"small,",1,2
"small;",1,0
"smaller",1,4
"smallest.",1,0
"smart",2,2
"smart,",5,0
"smart;",1,0
"smarting",1,0
"smear'd",2,0
"smile",10,0
"smile,",2,0
"smile.""",1,0
"smiled",2,6
"smiled,",4,0
"smiled._",1,0
"smiled:",1,0
"smiled;",1,0
"smiles",6,0
"smiles'",1,0
"smiles,",2,0
"smiling",7,1
"smiling,",1,0
"sminthean",2,0
"smintheus!",1,0
"sminthos,",1,0
"smit",3,0
"smites",1,0
"smoke",12,9
"smoke,",2,3
"smoke.",2,0
"smoke._",1,0
"smoke:",1,0
"smoked",4,0
"smokes",8,0
"smokes,",2,0
"smokes;",1,0
"smoking",22,0
"smoky",5,0
"smooth",6,5
"smooth'd",2,0
"smooth,",1,1
"smooth-gliding",1,0
"smoothed",1,1
"smoothness",1,0
"smooths",1,0
"smote",6,8
"smother,",1,0
"smyrna",1,0
"smyrna,",2,1
"snake",2,0
"snake;",1,0
"snakes.",1,0
"snatch",10,2
"snatch'd",20,0
"snatched",2,6
"snatches",3,0
"snort",1,0
"snorted",1,0
"snow",1,3
"snow,",4,1
"snow.",2,0
"snow;",2,0
"snows",2,0
"snows,",1,0
"snows,(117)",1,0
"snows.",2,0
"snows:",1,0
"snowy",19,1
"snuffs",3,0
"so,",10,23
"so--heaven",1,0
"so-called",1,0
"so.'",1,1
"so:",1,1
"soar'd",1,0
"soar'd,",1,0
"soaring",1,1
"soars,",1,0
"sob",1,1
"sobb'd",1,0
"sober",2,0
"soberly",1,0
"sobs",2,1
"social",9,0
"societies,",1,0
"society",3,0
"society,",2,0
"society.",1,0
"socrat.",1,0
"socrates",2,0
"socrates,",1,0
"socrates;",1,0
"socratis.""",1,0
"socus",2,0
"socus,",1,0
"soe'er",1,0
"soever,",1,0
"soft",57,9
"soft,",2,2
"soft-trickling",1,0
"soften'd",3,0
"softened",1,0
"softened,",1,0
"softens",2,0
"softer",4,0
"softest",2,0
"softly",2,1
"softness",3,0
"softness,",1,0
"soil",7,3
"soil'd",2,0
"soil,",2,1
"soil.",1,2
"soil:",1,0
"soil;",4,1
"soils",1,0
"sol",1,0
"solace",1,1
"solar",1,0
"sold",5,2
"sold,",1,0
"sold.",1,0
"soldier",3,0
"soldier's",4,0
"soldier,",1,1
"soldier;",1,1
"soldiers",6,2
"soldiers'",2,0
"soldiers,",2,0
"soldiers,)",1,0
"sole",8,0
"solely",1,0
"solemn",32,7
"solemn,",2,0
"solemnities",1,0
"solemnities.'--coleridge,",1,0
"solemnity",2,0
"solemnity;",1,0
"solemnly",1,4
"solicit",2,2
"solicitation",1,1
"solicits,",1,0
"solid",27,1
"solitary",1,1
"solon",1,0
"solon,",2,0
"solon.",1,0
"solymaean",2,0
"some",310,278
"some,",3,2
"something",15,35
"sometimes",13,8
"somewhat",2,4
"somno",1,0
"somnus'",1,0
"somnus,",1,0
"son",164,218
"son!",16,0
"son!""",1,0
"son's",8,4
"son)",2,0
"son,",67,25
"son,(94)",1,0
"son,_",1,0
"son.",15,10
"son.""",2,2
"son:",10,2
"son;",14,2
"son;)",1,0
"son?",8,1
"son?""",1,0
"son?--then",1,0
"song",2,6
"song,",5,2
"song.",3,1
"song.""",1,0
"song.(75)",1,0
"song:",1,0
"song;",1,0
"songs",8,2
"songs,",2,0
"songs;",1,0
"sonorous",1,0
"sons",91,51
"sons!",2,0
"sons)",1,1
"sons,",13,4
"sons.",1,1
"sons;",1,2
"soon",61,100
"soon,",3,1
"soon;",1,2
"sooner",3,2
"soothe",4,0
"soothed",1,0
"soothes",3,0
"sooty",1,0
"sophocles",2,0
"sophocles.",1,0
"sophois",1,0
"sordid",1,0
"sordidness.",1,0
"sore",6,2
"sorore.""",1,0
"sorrisi,",1,0
"sorrow",16,16
"sorrow'd",4,0
"sorrow'd,",1,0
"sorrow,",4,8
"sorrow-streaming",1,0
"sorrowing",2,4
"sorrows",41,9
"sorrows,",6,2
"sorrows;",1,0
"sorrows?",1,0
"sort",9,6
"sort,",1,1
"sort.",1,0
"sorts:",1,0
"sospir",1,0
"sought",32,1
"sought,",10,0
"sought:",1,0
"sought;",2,0
"soul",102,5
"soul!",2,0
"soul's",6,0
"soul,",27,0
"soul.",9,0
"soul.""",1,0
"soul:",8,0
"soul;",6,0
"soul?",2,0
"soulard,",1,0
"souls",13,1
"souls,",5,0
"souls.",2,0
"souls:",1,0
"souls;",1,0
"sound",16,19
"sound,",15,0
"sound.",12,2
"sound:",5,0
"sound;",6,0
"sound?",1,0
"sounder",1,0
"sounding",41,2
"sounds",12,0
"sounds.",1,0
"sounds.""",1,0
"sour",3,0
"source",13,3
"source,",2,0
"source.",1,0
"source;",1,0
"sources",3,0
"sourly",2,0
"sousing",1,0
"south",1,12
"southern",2,0
"sovereign",25,1
"sovereign's",2,0
"sovereign;",1,0
"sow",1,0
"space",28,5
"space!",1,0
"space)",2,0
"space,",3,0
"space.",1,0
"space.""",1,0
"space:",2,0
"space;",2,0
"spacious",17,4
"spade,",1,0
"spake",8,2
"spake,",3,0
"spake:",1,0
"span",2,0
"span,",1,0
"spangled",2,0
"spare",16,9
"spare!""",1,0
"spare,",4,0
"spare.",1,1
"spare.""",2,0
"spare;",1,0
"spared",4,3
"spared,",1,0
"spared;",1,0
"spares,",1,0
"sparing",2,0
"sparkle",1,0
"sparkle,",1,0
"sparkled",4,0
"sparkles",1,0
"sparkles,",3,0
"sparkling",5,0
"sparta",2,7
"sparta's",5,0
"sparta.",1,0
"spartan",32,0
"spartan's",2,0
"spartan:",1,0
"spartans,",1,0
"spatter'd",1,0
"speak",20,32
"speak!",1,0
"speak,",6,19
"speak.",1,12
"speak;",1,0
"speaker",1,3
"speaker,",1,0
"speakers,",1,0
"speaking",3,10
"speaking,",5,2
"speaks",8,1
"speaks,",2,0
"speaks.",1,0
"speaks:",1,0
"spear",68,31
"spear!",1,0
"spear,",31,8
"spear--",1,0
"spear.",8,3
"spear.""",3,0
"spear:",11,0
"spear;",13,0
"spear;(141)",1,0
"spears",18,14
"spears,",11,4
"spears.",3,4
"spears:(228)",1,0
"spears;",4,1
"special",1,4
"specially",1,1
"species",2,0
"specific",1,1
"specified",2,2
"speckled",1,0
"spectacle",2,0
"spectacle.",1,0
"spectator's",1,0
"spectator.",1,0
"spectators",1,0
"spectre",2,0
"spectres",1,0
"sped",2,3
"sped!",1,0
"sped,",5,0
"sped.""",1,0
"sped:",1,0
"sped;",1,0
"speech",9,4
"speech,",8,3
"speech.",2,3
"speeches",7,0
"speeches,",7,2
"speed",24,9
"speed,",3,1
"speed.",2,0
"speed;",1,0
"speed;)",2,0
"speeds",7,0
"speeds,",1,0
"speeds.",1,0
"speedy",7,0
"spelt",1,0
"spends,",1,0
"spent",10,3
"spent,",3,0
"spera""",1,0
"sperchius!",1,0
"sperchius'",1,0
"sphere",3,0
"sphere:",1,0
"sphodrotaetos",1,0
"spied,",1,0
"spies",2,0
"spies,",3,0
"spies.",1,0
"spiky",1,0
"spilt",1,2
"spin",1,0
"spinal",1,0
"spindle",1,0
"spindle,",1,0
"spinster's",1,0
"spio",1,0
"spire,",1,0
"spire;",1,0
"spires",5,0
"spires,",2,0
"spires.",1,0
"spirit",41,3
"spirit,",6,1
"spirit-stirring",1,0
"spirit.",2,0
"spirit._",1,0
"spirited",1,3
"spiritless,",1,0
"spirits",15,1
"spirits,",1,0
"spiry",1,0
"spleen",1,0
"spleen,",1,0
"spleenful",1,0
"splendid",7,5
"splendour",4,4
"splendour.",1,0
"splendour:",1,0
"splendours",3,1
"splinter'd",1,0
"spoil",14,5
"spoil!",1,0
"spoil'd",1,0
"spoil'd,",1,0
"spoil,",7,0
"spoil.",1,0
"spoil;",1,0
"spoils",29,1
"spoils,",9,0
"spoils.",1,0
"spoils.""",1,0
"spoils:",2,0
"spoke",31,75
"spoke,",62,10
"spoke,_",1,0
"spoke--""the",1,0
"spoke--the",1,0
"spoke.",7,2
"spoke:",33,1
"spoke;",16,1
"spoken",1,8
"spoken.",1,1
"spokes",3,0
"sponge",1,0
"spontaneous",2,0
"spontaneous,",1,0
"sport",3,3
"sport,",1,1
"sported,",1,0
"sporting",1,0
"sportive",2,0
"spot",6,0
"spot,",2,3
"spot.",1,0
"spotless",2,0
"spotless,",1,0
"spots",1,0
"spots,",1,0
"spotted",2,1
"spouse",9,0
"spouse,",9,0
"spouse;",1,0
"spouses",1,0
"spouses'",1,0
"spouting",5,0
"spouts",1,0
"sprang",4,16
"spread",36,13
"spread'st",1,0
"spread,",30,0
"spread,(217)",1,0
"spread,(219)",1,0
"spread,(44)",1,0
"spread.",3,0
"spread:",4,0
"spread;",7,0
"spreading",11,2
"spreads",21,0
"spreads,",4,0
"spreads;",1,0
"sprig",1,0
"sprightly",5,0
"sprightly,",1,0
"spring",11,7
"spring'st",1,0
"spring,",6,0
"spring-time,",1,0
"spring.",3,0
"spring:",1,0
"spring;",1,0
"springing",3,0
"springs",18,1
"springs(244)",1,0
"springs,",15,0
"springs,(87)",1,0
"springs,(97)",1,0
"springs.",1,0
"springs;",1,0
"sprinkle",3,0
"sprinkled",1,3
"sprinkled,",1,0
"sprinkles",2,0
"sprinkling",2,3
"sprinkling,",1,0
"sprung",34,1
"sprung,",6,0
"sprung.(236)",1,0
"sprung:",1,0
"sprung:(61)",1,0
"sprung;",3,0
"spun",3,1
"spurious,",1,0
"spurn",2,0
"spurn'd",1,0
"spurns",3,0
"sputtering",1,0
"spy",3,0
"spy,",3,0
"spy:",1,0
"sq.",14,0
"sq.,",1,0
"sqq.",13,0
"sqq.,",1,0
"sqq.;",1,0
"squadron",4,0
"squadron,",1,0
"squadrons",30,0
"squadrons,",1,0
"square",1,1
"squeamish,",1,0
"squinting",1,0
"squire",6,0
"squire,",1,0
"squires",2,0
"squires.",1,0
"stabb'd",1,0
"staff.",1,2
"stag,",1,1
"stag;",1,0
"stage",1,0
"staggering",3,0
"staggering.",1,0
"stain",11,0
"stain'd",4,0
"stain'd,",2,0
"stain'd.",1,0
"stained",1,0
"stains",2,0
"stake",1,0
"stake,",1,0
"stakes",2,0
"stalk'd",6,0
"stalk'd,",2,0
"stalked",1,0
"stalks",10,1
"stall,",2,0
"stalle",1,0
"stalls",5,0
"stalls,",2,0
"stalls;",1,0
"stamp",1,0
"stamped",1,1
"stanch",1,0
"stanch'd,",1,0
"stand",52,32
"stand'st,",1,0
"stand,",37,0
"stand.",7,0
"stand.""",1,0
"stand:",3,0
"stand;",14,0
"stand?",1,0
"standard",3,0
"stander-by.",1,0
"standing",8,14
"standing;",1,0
"stands",39,3
"stands(132)",1,0
"stands(212)",1,0
"stands,",39,1
"stands:",4,0
"stands;",8,0
"stanhope,",1,0
"stanzas",1,0
"star",6,1
"star,",2,1
"star.",2,0
"stare;",1,0
"stares,",1,0
"starr'd",2,0
"starry",18,0
"stars",9,2
"stars,",1,0
"stars.",1,0
"start",4,7
"start,",3,1
"started",1,5
"starting",9,2
"starting,",1,0
"startle",1,0
"startled",2,0
"startling",2,1
"starts",6,1
"starts,",1,0
"state",28,8
